nuts,year,column_name,column_type,type,ToKeep
EE,2023,taotletud_toetus2,String,,0
EE,2023,taotlusaasta,Integer,,0
DE4,2023,tf_typ,String,,0
DEA,2023,USE_CODE,String,,0
DEA,2023,USE_TXT,String,,0
ITI1,2023,uso,String,,0
ITI1,2023,UTE,Integer64,,0
ITI1,2023,varieta,String,,0
ES51,2023,Varietat,String,,0
DE4,2023,verpf_begi,String,,0
SK,2023,VYMERA,Real,off_area,1
DEA,2023,WJ,Integer,,0
SK,2023,ZKODKD,String,,0
ES,2023,zona,Integer,,0
FI,2020,VUOSI,Integer,,0
FI,2020,PERUSLOHKOTUNNUS,String,,0
FI,2020,LOHKONUMERO,Integer,,0
FI,2020,PINTA_ALA,Real,off_area,1
FI,2020,KASVIKOODI,String,original_code,1
FI,2020,KASVIKOODI_SELITE_FI,String,original_name,1
FI,2020,KASVIKOODI_SELITE_SV,String,,0
FI,2021,VUOSI,Integer,,0
FI,2021,PERUSLOHKOTUNNUS,String,,0
FI,2021,LOHKONUMERO,Integer,,0
FI,2021,PINTA_ALA,Real,off_area,1
FI,2021,KASVIKOODI,String,original_code,1
FI,2021,KASVIKOODI_SELITE_FI,String,original_name,1
FI,2021,KASVIKOODI_SELITE_SV,String,,0
FI,2022,VUOSI,Integer,,0
FI,2022,PERUSLOHKOTUNNUS,String,,0
FI,2022,LOHKONUMERO,Integer,,0
FI,2022,PINTA_ALA,Real,off_area,1
FI,2022,KASVIKOODI,String,original_code,1
FI,2022,KASVIKOODI_SELITE_FI,String,original_name,1
FI,2022,KASVIKOODI_SELITE_SV,String,,0
FI,2023,VUOSI,Integer,,0
FI,2023,PERUSLOHKOTUNNUS,String,,0
FI,2023,LOHKONUMERO,Integer,,0
FI,2023,PINTA_ALA,Real,off_area,1
FI,2023,KASVIKOODI,String,original_code,1
FI,2023,KASVIKOODI_SELITE_FI,String,original_name,1
FI,2023,KASVIKOODI_SELITE_SV,String,,0
BE2,2023,GEWASGROEP,String,group_name,1
BE2,2023,HFDTLT,String,original_code,1
BE2,2023,LBLHFDTLT,String,original_name,1
BE2,2023,OPPERVL,Real,off_area,1
BE2,2023,UIDN,Integer64,off_id,1
BE3,2023,CAMPAGNE,String,,0
BE3,2023,CULT_COD,String,original_code,1
BE3,2023,CULT_NOM,String,original_name,1
BE3,2023,GROUPE_CUL,String,group_name,1
BE3,2023,OBJECTID,Real,off_id,1
BE3,2023,SURF_HA,Real,off_area,1
IE,2023,CROP,String,original_name,1
IE,2023,CLAIM_AREA,Real,off_area,1
CZ,2021,ogc_fid,Integer64,,0
CZ,2021,id_uz,Integer64,,0
CZ,2021,entita_id,Integer64,off_id,1
CZ,2021,ctverec,String,,0
CZ,2021,zkod,Integer64,,0
CZ,2021,kultura_zk,String,,0
CZ,2021,vymera,Real,off_area,1
CZ,2021,plodina_id,Integer64,original_code,1
CZ,2021,plodina_na,String,original_name,1
CZ,2021,dekl_vymer,Real,,0
CZ,2022,ogc_fid,Integer64,,0
CZ,2022,id_uz,Integer64,,0
CZ,2022,entita_id,Integer64,off_id,1
CZ,2022,ctverec,String,,0
CZ,2022,zkod,Integer64,,0
CZ,2022,kultura_zk,String,,0
CZ,2022,vymera,Real,off_area,1
CZ,2022,plodina_id,Integer64,original_code,1
CZ,2022,plodina_na,String,original_name,1
CZ,2022,dekl_vymer,Real,,0
CZ,2023,ZAKRES_ID,Integer64,off_id,1
CZ,2023,DEKL_VYM,Real,off_area,1
CZ,2023,PLODINA_ID,Integer64,original_code,1
CZ,2023,PLOD_NAZE,String,original_name,1
BG,2014,ID,Integer64,off_id,1
BG,2014,CALC_AREA,Real,off_area,1
BG,2014,CROP_TYPE_,Integer64,original_code,1
BG,2014,CROP_NAME,String,original_name,1
BG,2015,ID,Integer64,off_id,1
BG,2015,CALC_AREA,Real,off_area,1
BG,2015,CROP_TYPE_,Integer64,original_code,1
BG,2015,CROP_NAME,String,original_name,1
BG,2016,ID,Integer64,off_id,1
BG,2016,CALC_AREA,Real,off_area,1
BG,2016,CROP_TYPE_,Integer64,original_code,1
BG,2016,CROP_NAME,String,original_name,1
BG,2017,ID,Integer64,off_id,1
BG,2017,CALC_AREA,Real,off_area,1
BG,2017,CROP_TYPE_,Integer64,original_code,1
BG,2018,ID,Integer64,off_id,1
BG,2018,CALC_AREA,Real,off_area,1
BG,2018,CROP_TYPE_,Integer64,original_code,1
BG,2018,CROP_NAME,String,original_name,1
BG,2019,ID,Integer64,off_id,1
BG,2019,CALC_AREA,Real,off_area,1
BG,2019,CROP_TYPE_,Integer64,original_code,1
BG,2019,CROP_NAME,String,original_name,1
BG,2020,ID,Integer64,off_id,1
BG,2020,CALC_AREA,Real,off_area,1
BG,2020,CROP_TYPE_,Integer64,original_code,1
BG,2020,CROP_NAME,String,original_name,1
BG,2021,ID,Integer64,off_id,1
BG,2021,CALC_AREA,Real,off_area,1
BG,2021,CROP_TYPE_,Integer64,original_code,1
BG,2021,CROP_NAME,String,original_name,1
BG,2022,ID,Integer64,off_id,1
BG,2022,CALC_AREA,Real,off_area,1
BG,2022,CROP_TYPE_,Integer64,original_code,1
BG,2022,CROP_NAME,String,original_name,1
BG,2023,ID,Integer64,off_id,1
BG,2023,CALC_AREA,Real,off_area,1
BG,2023,CROP_TYPE_,Integer64,original_code,1
BG,2023,CROP_NAME,String,original_name,1
SK,2018,VYMERA_KD,Real,off_area,1
SK,2018,ZKODKD,String,off_id,1
SK,2018,PLODINA,String,original_name,1
SK,2018,KULTURA_NA,String,group_name,1
SK,2019,VYMERA,Real,off_area,1
SK,2019,ZKODKD,String,off_id,1
SK,2019,PLODINY,String,original_name,1
SK,2019,KULTURA_NA,String,group_name,1
PT,2023,OSA_ID,Integer,off_id,1
PT,2023,PUN_CUL_DESC,String,original_name,1
PT,2023,PUN_CUL_COD,Integer,original_code,1
PT,2023,PUN_CUL_ARE_SEG_PIL,Real,off_area,1
